CHEMBL296468	CID3025986
CHEMBL481608	CID44570860
CHEMBL859	CID135398752
CHEMBL278994	CID9891946
CHEMBL1908373	CID5311505
LTD4	CID5280878
FR260010	CID9968450
RO3280	CID25015677
ESI-09	CID6077765
CHEMBL3099695	CID44139752
CHEMBL1201438	CHEMBL1201438
CHEMBL2108312	CID25080293
VITAMIN D	CID5280795
SULFANILAMIDE	CID5333
CHEMBL680	CID7048572
CHEMBL228111	CID44422870
CHEMBL2108887	CHEMBL2108887
CHEMBL416301	CID4395717
CHEMBL3265032	CID59473233
CHEMBL1086377	CID11964036
CHEMBL510698	CID2777391
CHEMBL1290	CID37464
DSLET	CID107847
CHEMBL1200412	CID229455
CHEMBL1743015	CHEMBL1743015
CHEMBL1096146	CID11363176
COMPOUND 33 [PMID: 26230603]	CID91826678
CHEMBL2109152	CHEMBL2109152
CHEMBL3545212	CID44181686
CCL3	CID122980
CHEMBL456	CID3278
MENTHOL	CID1254
CHEMBL299763	CID5328127
SB269652	CID9910352
ARL66096	CID5311009
CHEMBL2178422	CID51049968
CHEMBL2108147	CID9815560
BIM 23059	CID57339671
ADENOSINE 5'-MONOPHOSPHATE	CID6083
CHEMBL1201013	CHEMBL1201013
CHEMBL441687	CID14982
CHEMBL87708	CID3947
CHEMBL1201611	CHEMBL1201611
[125I]AB-MECA	CID73754993
CHEMBL2103747	CID70697623
CHEMBL1200425	CID9373
CHEMBL2051956	CID6918097
CHEMBL2178578	CID10343454
CHEMBL1576	CID3284
CHEMBL65280	CID9868452
CHEMBL1292	CID2794
CHEMBL2107382	CID11563635
CHEMBL493982	CID10077130
CHEMBL345768	CID1269845
CHEMBL1200354	CID23665772
CHEMBL1201561	CHEMBL1201561
CHEMBL1095777	CID6918554
CHEMBL2364618	CID17751090
CHEMBL2331712	CID71202307
LUMATEPERONE	CID21302490
CHEMBL1201631	CHEMBL1201631
S-(-)CPB	CID151501
PRN694	CID90044055
CHEMBL815	CID5280363
CHEMBL1201179	CID11557040
CHEMBL1951683	CID16118537
CHEMBL2106409	CID5362259
CHEMBL170365	CID177
CHEMBL318707	CID44331923
COMPOUND 2-3-1 [PMID: 24900824]	CID72202696
DROXINOSTAT	CID568416
CHEMBL1200408	CID15008962
NO	CID24822
CHEMBL279786	CID5362422
CHEMBL2109367	CHEMBL2109367
CHEMBL34730	CID1858
CHEMBL462018	CID43860
CHEMBL2016681	CID20629114
CHEMBL3544964	CID71727581
CHEMBL1051	CID5311221
CHEMBL24038	CID447458
CHEMBL3545233	CID23649245
CHEMBL3137345	CHEMBL3137345
CHEMBL1353	CID22590783
COMPOUND 77 [PMID: 24793884]	CID90643548
CHEMBL2105747	CID11618368
CHEMBL2107856	CHEMBL2107856
CHEMBL1089316	CID11657687
CHEMBL752	CID6083
CHEMBL359965	CID65036
CHEMBL3120215	CID135398516
CHEMBL1510	CID77993
CHEMBL3545036	CID10331863
CHEMBL1213351	CID10100
CHEMBL2108144	CHEMBL2108144
CHEMBL1200787	CID5284441
CHEMBL1909428	CHEMBL1909428
CHEMBL2110368	CID8248
CHEMBL1950649	CID9805430
CHEMBL173929	CID5281243
CHEMBL471498	CID121891
CHEMBL1201287	CID16960
CHEMBL295698	CID47576
CHEMBL3301672	CID59900193
CHEMBL76903	CID5311093
CHEMBL3039582	CID71306891
CHEMBL38508	CID9934458
NS5818	CID69453339
CHEMBL524004	CID4057
CHEMBL2106841	CID71885
CHEMBL822	CID1549008
ORCIPRENALINE	CID4086
YM90709	CID1103147
GERANYLGERANYL DIPHOSPHATE	CID447277
CHEMBL1027	CID40467242
CHEMBL2304284	CID71719097
GSK2245840	CID25108829
CHEMBL3261331	CID15981237
CHEMBL3707266	CID57334219
CHEMBL3545076	CID25118925
CHEMBL893	CID18381
CHEMBL343480	CID647
CHEMBL440294	CID4830
CHEMBL1627081	CID53321065
CHEMBL41286	CID26248
CHEMBL309490	CID5281616
AZD7594	CID67041274
CHEMBL461101	CID135449332
CHEMBL3545391	CID9824013
CHEMBL1201773	CID46856314
CHEMBL2107861	CHEMBL2107861
CHEMBL1921976	CID9796590
VU0400195	CID46869947
GERANYL BIPHOSPHONATE	CID10086833
NEUROPEPTIDE B-29	CID102166357
5-BODMT	CID91827360
CHEMBL3545292	CHEMBL3545292
COMPOUND 14 [PMID: 19831390]	CID44477445
CHEMBL295069	CID5885
CHEMBL50300	CID546
CHEMBL183081	CID11206949
BRP-LPA	CID16725999
CHEMBL2109465	CHEMBL2109465
[3H]DPCPX	CID53319341
CHEMBL1474351	CID5311371
CHEMBL1589	CID1989
CHEMBL118722	CID6050
COMPOUND 51 [CROSIGNANI ET AL., 2011]	CID49872868
CHEMBL3545334	CHEMBL3545334
CHEMBL303960	CID9803828
CHEMBL2028019	CID11154555
CHEMBL39317	CID132059
CHEMBL2103744	CID6321225
JZL195	CID46232606
UNC0321	CID46901937
CHEMBL2105659	CID9886917
NKTR-181	CID73673720
W54011	CID5311122
F180	CID5311088
CHEMBL292439	CID6991974
CHEMBL2146110	CID11485946
COMPOUND 6 [PMID: 10395480]	CID10336627
COMPOUND 43 [PMID: 26751273]	CID49848557
PROTEIN KINASE INHIBITOR	CID102601509
CHEMBL119596	CID8076
GSK-J1	CID56963315
CHEMBL247378	CID1893
CHEMBL1200874	CID23690448
BIM 23295	CID57340026
JNJ-42165279	CID54576693
COMPOUND 5G [PMID: 21571530]	CID53358901
PEITC	CID16741
VB-201	CID45138527
CHEMBL217406	CID5311311
CHEMBL1201488	CHEMBL1201488
CHEMBL3545299	CHEMBL3545299
CHEMBL1743010	CHEMBL1743010
CHEMBL1743070	CHEMBL1743070
CHEMBL271227	CID9821849
CHEMBL3707354	CHEMBL3707354
CHEMBL1201544	CHEMBL1201544
CHEMBL501617	CID6912226
CHEMBL464453	CID9975297
COMPOUND 35 [PMID: 22902653]	CID58688563
GW803430	CID9826520
BF-1	CID10287037
CHEMBL220241	CID16095342
CS+	CID104967
CHEMBL3182444	CID24748204
CHEMBL2041933	CID11152667
EP217609	CID11686894
CHEMBL207881	CID11595431
CHEMBL2109271	CHEMBL2109271
CHEMBL2110814	CID156421
CHEMBL1360	CID47319
CHEMBL139554	CID5477614
CHEMBL1134	CID2968
CHEMBL2107869	CID118984462
CHEMBL24441	CID2366
CHEMBL1201103	CID6081
CHEMBL2108063	CHEMBL2108063
AR-M1000390	CID9841259
CHEMBL2108018	CHEMBL2108018
CHEMBL1159650	CID32798
CHEMBL255787	CID23232014
CHEMBL2108027	CHEMBL2108027
CHEMBL2109356	CHEMBL2109356
CORTICOTROPIN-RELEASING FACTOR	CID77521132
CHEMBL2108078	CHEMBL2108078
CHEMBL7002	CID2750
CHEMBL351231	CID9818903
CHEMBL1201515	CHEMBL1201515
CHEMBL2205915	CID57559562
CHEMBL561	CID3948
CHEMBL1200682	CID23663870
CHEMBL3707278	CHEMBL3707278
AZD1152	CID11497983
CHEMBL284969	CID123807
CHEMBL1201160	CID31728
CHEMBL321582	CID51045
CHEMBL638	CID71616
CHEMBL348475	CID148201
CHEMBL2108875	CHEMBL2108875
CHEMBL1201538	CID118984450
CHEMBL12587	CID9308
CHEMBL127421	CID1864
CHEMBL3707272	CID122197533
CHEMBL366217	CID9931205
CHEMBL295316	CID10205
CHEMBL1201142	CID3052775
CHEMBL2062131	CID5311056
CHEMBL1571	CID13769
CHEMBL2165126	CID56597938
CHEMBL86828	CID5311352
CHEMBL1201833	CHEMBL1201833
CHEMBL1364	CID1054
CHEMBL3545105	CHEMBL3545105
CHEMBL2151817	CID58368068
CHEMBL1096979	CID2327
AZD2858	CID10138980
CHEMBL76781	CID3045227
CHEMBL70176	CID4368
AMINOPURVALANOL A	CID6604931
CHEMBL2103858	CID11237985
CHEMBL14563	CID3644637
CHEMBL56448	CID44299731
WP814	CID70682637
CHEMBL413434	CID44404987
CHEMBL2372399	CID73348688
1-METHYLCYCLOPROPANECARBOXYLIC ACID	CID81326
CHEMBL3544917	CID14539800
[3H]GR65630	CID5311136
CHEMBL34	CID5064
CHEMBL1961796	CID57394020
GALP(3-32) (HUMAN)	CID134813891
CHEMBL77456	CID2063
PI-3065	CID24937012
CHEMBL1200400	CID11529527
CHEMBL1445	CID6446
CHEMBL576981	CID9800194
CHEMBL445	CID4543
CHEMBL456341	CID3083542
CHEMBL3544968	CHEMBL3544968
CHEMBL514409	CHEMBL514409
CHEMBL1946221	CID57381112
CHEMBL422904	CID167685
CHEMBL10413	CID5724
CHEMBL287631	CID44115
L-362,855	CID9876510
CHEMBL3545147	CHEMBL3545147
CHEMBL1200929	CID24424
CHEMBL727	CID2723601
CHEMBL1201490	CID91820622
PKR-A	CID16122905
CHEMBL1275655	CID1236
CHEMBL2108266	CHEMBL2108266
CHEMBL16264	CID3283
CHEMBL2106347	CID6607
[3H]KAINATE	CID73755076
CHEMBL3039540	CHEMBL3039540
CHEMBL514270	CID11223423
CHEMBL1256845	CID15118529
COMPOUND 57 [PMID: 16610804]	CID11670893
MPC-MECA	CID10432715
CHEMBL2108651	CID3036289
CHEMBL34431	CID2753
OT-730	CID11554979
CHEMBL2108576	CHEMBL2108576
ME36	CID14487390
CHEMBL1201135	CID9906942
COMPOUND 19A [PMID: 21855335]	CID56675928
CHEMBL1084617	CID11604525
CHEMBL1240967	CID11505444
ERK INHIBITOR II	CID11493598
CHEMBL568150	CID5289247
CHEMBL1979333	CID15897
CHEMBL2219425	CID49831411
CHEMBL1014	CID2540
CHEMBL871	CID3305
CHEMBL97485	CID9087
CHEMBL102714	CID176158
AK198	CID91820714
CHEMBL3039517	CID11955855
CHEMBL3545300	CHEMBL3545300
CHEMBL684	CID3052
CHEMBL3039502	CID50905713
[125I]CETRORELIX	CID73754999
CHEMBL1689	CHEBI:94835
CHEMBL1743023	CHEMBL1743023
CHEMBL24777	CID9872515
CHEMBL273264	CID4413
CHEMBL2111022	CID3052770
TRIAZINE COMPOUND PC10	CID73755221
ECF309	CID122163152
ZK110841	CID5311503
FURIN INHIBITOR PEPTIDE	CID44584947
BGB-3111	CID135905454
CHEMBL1201119	CID23666110
CHEMBL3544946	CID60151939
CCT245737	CID72165232
MGBG	CID5351154
CHEMBL2107428	CID119175
CHEMBL1200517	CID44155030
CHEMBL8165	CID1833
CHEMBL1201061	CID123601
CHEMBL2104391	CID72941722
NNZ-2566	CID11318905
CHEMBL3348923	CID25161177
CARDIODILATIN	CID16166338
CHEMBL510780	CID11587013
CHEMBL98869	CID11232124
COMPOUND 14 [PMID: 25050158]	CID86279004
CHEMBL458997	CID9934347
AR-H067637	CID9811290
CHEMBL797	CID6839
CHEMBL1724	CID6461
CHEMBL3545273	CHEMBL3545273
CHEMBL14460	CID443391
LP-403812	CID59001466
CHEMBL563646	CID9890801
POLY I:C	CID136374402
[3H]MESULERGINE	CID4081
YM-355179	CID11556309
CHEMBL1628625	CID5311426
CHEMBL2448578	CID73354171
COMPOUND 15 [PMID: 19456099]	CID44185382
CHEMBL1179047	CID8612
AZD8529	CID25125217
CHEMBL3707225	CHEMBL3707225
ST-1006	CID45257132
COMPOUND 10 [PMID: 19402633]	CID44139710
CHEMBL1201824	CHEMBL1201824
CHEMBL3039525	CID16118392
CHEMBL15913	CID597
CHEMBL103667	CID156422
CHEMBL1377788	CID439268
CHEMBL926	CID36811
CHEMBL259209	CID11622909
CHEMBL594	CID3219
COMPOUND 17C [PMID: 25497965]	CID91827364
CHEMBL324665	CID71739
CHEMBL63	CID5092
CHEMBL9240	CID31254
BMS-986122	CID4644453
CHEMBL2108677	CHEMBL2108677
ICI 169369	CID122265
VLX1570	CID71523377
CHEMBL3545017	CID46861578
AS1269574	CID5332859
CHEMBL1908376	CID5288149
CHEMBL561339	CID11200189
CHEMBL2018875	CID44235958
CHEMBL95308	CID7424
(R)-PFI-2	CID71300326
CHEMBL28992	CID6604914
CHEMBL256087	CID1254
CHEMBL539947	CID135419190
CHEMBL1290115	CID52948538
CHEMBL1201770	CID5361917
OLEANOLIC ACID	CID10494
CHEMBL781	CID4020
CHEMBL1770248	CID44814423
CHEMBL1743037	CHEMBL1743037
CHEMBL325424	CID10224267
CHEMBL86508	CID3972752
CHEMBL1200541	CID8288
MCC950	CID9910393
CHEMBL237500	CID10096344
UPAMOSTAT	CID90937527
JNJ-26070109	CID11307323
CHEMBL3545276	CHEMBL3545276
THIIC	CID44595851
PIK-75	CID10275789
CHEMBL310871	CID177992
CHEMBL1201519	CHEMBL1201519
CHEMBL2113342	CID135416058
CHEMBL219146	CID40839
CHEMBL130	CID5959
LYSOPHOSPHATIDYLSERINE	CID42607474
CHEMBL319111	CID3932
NA+	CID923
CHEMBL181954	CID9888484
CHEMBL2159122	CID11250029
CHEMBL300049	CID9918079
CHEMBL50267	CID1779
CHEMBL1200509	CID25084151
[3H]R214127	CID10470232
CHEMBL1543306	CID2936384
CHEMBL95606	CID6175
CHEMBL39560	CID6077
CHEMBL279416	CID9797240
CHEMBL327002	CID9830392
CHEMBL369459	CID10470232
CHEMBL1723	CID25137863
ARDEPARIN	CID772
CHEMBL2106710	CID6433097
CHEMBL430798	CID10026300
CHEMBL1200714	CID2717
COMPOUND 2E [PMID: 19013076]	CID447181
CHEMBL475534	CID4507
CHEMBL139835	CID9880
CHEMBL1231821	CID18348331
CHEMBL3833344	CHEMBL3833344
CHEMBL3544947	CID9917944
CHEMBL249697	CID9813758
CHEMBL18028	CID5283159
CHEMBL592054	CID9890879
CHEMBL1598608	CID2264
CHEMBL1485	CID6322
CHEMBL267476	CID5280450
COMPOUND 21 [PMID: 23981033]	CID56968001
CHEMBL1357517	CID208820
[125I]PD164333	CID10724142
CHEMBL1808901	CID53380924
CHEMBL175788	CID135494270
CHEMBL294192	CID406401
CDP323	CID23394557
CHEMBL448297	CID73571
SYNTHETIC CONJUGATED ESTROGENS	CHEMBL1201467
CHEMBL2028665	CID9871420
CHEMBL1201620	CHEMBL1201620
CHEMBL880	CID3324
SN-2	CID11834987
CHEMBL2108678	CHEMBL2108678
HS665	CID71452041
CHEMBL16410	CID5626
CHEMBL1383	CID65304
CHEMBL2108404	CHEMBL2108404
CHEMBL2103839	CID11520894
CHEMBL176049	CID9929799
ALBUTEROL SULFATE	CID39859
CHEMBL232943	CID16102897
CHEMBL3707380	CHEMBL3707380
CHEMBL3545401	CHEMBL3545401
CHEMBL3545240	CHEMBL3545240
COMPOUND 8IC [PMID: 19081254]	CID25141190
CHEMBL493682	CID5311064
CHEMBL2153434	CID13953710
CHEMBL249420	CID59868
CHEMBL1201749	CID443936
CHEMBL501701	CID1794
CHEMBL472273	CID25149244
C3	CHEBI:52694
CHEMBL1496	CID446157
CHEMBL151938	CID9571002
JMV180	CID5311195
PF-03463275	CID44156901
CHEMBL257833	CID44232535
CHEMBL3545144	CHEMBL3545144
CHEMBL271220	CID44454750
CHEMBL878	CID4170
VITAMIN B6	CID1054
CHEMBL278623	CID9804938
CHEMBL3545341	CID42635918
CHEMBL75590	CID10710647
CHEMBL12318	CID25419
CHEMBL2105705	CID10672195
R7201	CID46779420
IBUTILIDE	CID60753
[3H]LTB4	CID9949656
CHEMBL49302	CID6444688
CHEMBL3087498	CID56962337
CHEMBL2109224	CHEMBL2109224
SILYMARIN	CID5213
CHEMBL2107826	CID44472635
CHEMBL286607	CID6603915
SR142948A	CID5311451
CHEMBL336292	CID5310954
CHEMBL1743012	CHEMBL1743012
COAGULATION FACTOR VIIA	CHEMBL4297869
CHEMBL1237054	CID52945526
CHEMBL3545370	CHEMBL3545370
CHEMBL478	CID1355
CHEMBL196003	CID36709
CHEMBL1201325	CID24199
CHEMBL1201474	CHEMBL1201474
CHEMBL3545249	CHEMBL3545249
CHEMBL1106	CID3241
CHEMBL71920	CID9904242
CHEMBL514415	CID25210130
CHEMBL58547	CID9831659
TCS 1102	CID11960895
BADGE	CID2286
CHEMBL1672354	CID49871766
JNJ-39758979	CID24994634
CHEMBL88240	CID66004
CHEMBL239767	CID3854666
SUVN-502	CID10073773
CHEMBL48880	CID107924
CHEMBL46516	CID3396
CHEMBL285718	CID3976006
AZD7687	CID42636350
CHEMBL151475	CID3037308
CHEMBL65375	CID44306451
CX717	CID3323368
CHLOROPROCAINE	CID8612
CHEMBL405355	CID60602
VPC32183	CID44392752
AZD7545	CID16741245
CHEMBL6995	CID4883
CHEMBL1200432	CID17276
CHEMBL227934	CID441071
CHEMBL1187833	CID11519070
CHEMBL1643895	CID135418340
CHEMBL1201073	CID2724354
CHEMBL130266	CID6031
CHEMBL395091	CID182137
G749	CID78357765
RHODEI-LITORIN	CID57340152
INCB-3284	CID11527661
CHEMBL2103784	CID60210072
GSK8814	CID121499171
CHEMBL444814	CID6992098
CHEMBL1742408	CID198747
CHEMBL1536	CID5280793
CHEMBL212432	CID10310524
PSB-11	CID135433658
IRAK4 INHIBITOR RAC-45 [PMID: 18501603]	CID25169383
CHEMBL212579	CID108107
CHEMBL406375	CID3385203
CHEMBL1201213	CID3762
INCB8761	CID11192346
CHEMBL1698	CID657316
CHEMBL1201835	CHEMBL1201835
CHEMBL2109401	CHEMBL2109401
ANAVEX 2-73	CID46932299
ORG-37684	CID9794656
CHEMBL2145077	CID46856313
CHEMBL579062	CID15985251
TACRINE	CID1935
CHEMBL1567328	CID5311083
CHEMBL105296	CID11362035
CHEMBL1694	CID67107870
R3477	CID4111777
VEGF RECEPTOR TYROSINE KINASE INHIBITOR III	CID9549295
MCL0129	CID6918688
9-CIS-RETINOIC ACID	CID449171
CHEMBL2219422	CID46843057
CHEMBL363211	CID6918583
MNI-135	CID73755191
[3H]ALANINE	CID5950
NM-702	CID9848253
WRC-0571	CID91827359
CHEMBL1200782	CID49800024
CHEMBL38943	CID9803963
CHEMBL342375	CID656732
AMINOPHYLLINE	CID9433
CHEMBL1969664	CID135564570
CHEMBL103772	CID188942
CHEMBL1200392	CID11224
CHEMBL2107759	CID70687308
CHEMBL2359966	CID139079823
VPC171	CID24873485
CHEMBL2107333	CID637568
CHEMBL499017	CID6635
CHEMBL1077979	CID9863776
CHEMBL1182833	CID5281042
MODUFOLIN	CID135398645
CHEMBL3137313	CID67156338
CHEMBL3544959	CHEMBL3544959
CHEMBL2103799	CID16757521
CHEMBL21283	CID10324083
COMPOUND 3J [PMID: 21444206]	CID53630394
CHEMBL3544906	CID45266837
CHEMBL2158814	CID11753159
CHEMBL813	CID5281037
CHEMBL1372588	CID11401613
CHEMBL313773	CID15126552
CHEMBL223533	CID6176
CHEMBL2087337	CID11842633
CHEMBL438914	CID10820196
WWL70	CID17759121
CHEMBL1256701	CID107966
GL1001	CID448281
CHEMBL3114673	CID71041983
CHEMBL519504	CID10274777
CHEMBL329123	CID177941
CHEMBL119385	CID3038525
LIM-0705	CID20833257
CHEMBL1200396	CID68509175
CHEMBL2109150	CHEMBL2109150
CHEMBL184	CID135398513
CHEMBL1963502	CID6918403
CHEMBL2109635	CHEMBL2109635
DINITROCHLOROBENZENE	CID6
AGL 2043	CID9817165
L-366,948	CID188397
CHEMBL7413	CID9034
AKK(THIOAC)LM21	CID44572818
CHEMBL1963683	CID9868491
CHEMBL402643	CID9841438
CHEMBL456145	CID11159621
CHEMBL1551597	CID9957280
PHENYLACETYLRINVANIL	CID73852566
CHEMBL544755	CID130945
APD421	CID2159
CHEMBL3545009	CHEMBL3545009
CHEMBL2105717	CID25102847
CHEMBL275507	CID10447834
CHEMBL3545150	CHEMBL3545150
CHEMBL469	CID3826
CHEMBL1221601	CID6605258
CHEMBL3039564	CID76964235
CHEMBL2103769	CID736282
CHEMBL504652	CID10176607
CHEMBL69679	CID65637
DIMETHYL-W84	CID10350027
CHEMBL90	CID774
CHEMBL1241153	CID5338317
POSIPHEN	CID11249342
BIMATOPROST (FREE ACID FORM)	CID5283081
CHEMBL190083	CID92337
CHEMBL2062154	CID108187
CHEMBL1257030	CID39562
INTERFERON ALFA-2B, RECOMBINANT	CID71306834
CHEMBL2104927	CID9914857
COMPOUND 7R [PMID: 26080733]	CID91827382
CHEMBL29197	CID4705
CHEMBL1495	CID4642
A-971432	CID46872626
CHEMBL2169919	CID56962336
[125I]ABOPX	CID14016348
CHEMBL1908309	CID57392667
CHEMBL1200930	CID14720269
ANGIOTENSIN-(1-7)	CID123805
(R)-CETIRIZINE	CID1549000
CHEMBL177611	CID9795278
BQ 3020	CID16133801
COMPOUND 11A [PMID: 14697765]	CID73755219
CHEMBL269646	CID50287
CHEMBL3545073	CHEMBL3545073
DIOA	CID5017
ALX 1393	CID16078939
CHEMBL2024517	CID25096873
LY-288513	CID2802894
CHEMBL430497	CID3075702
CHEMBL74926	CID192706
CHEMBL260563	CID10981286
CHEMBL1162149	CID5282250
CHEMBL295770	CID9806459
CHEMBL2103846	CID13559281
CHEMBL139677	CID44358908
CHEMBL437758	CID12066684
CHEMBL261237	CID9549284
ELGEMTUMAB	CHEMBL4298013
CHEMBL382590	CID6610278
CHEMBL2108506	CHEMBL2108506
CHEMBL1235228	CID59658623
CHEMBL1690	CID12947
CHEMBL106525	CID540335
COMPOUND 1 [PMID: 21882820]	CID2765033
CHEMBL200177	CID9908684
(+)-UH232	CID5311190
CHEMBL32442	CID127928
DIOCTANOYLGLYCEROL PYROPHOSPHATE	CID10051843
CHEMBL436774	CID12000797
CHEMBL2338329	CID11256664
CHEMBL2177736	CID44462758
CUDC-427	CID71600094
MS-209	CID213040
CHEMBL2385269	CID445091
U75302	CID6449854
CHEMBL200381	CID9549300
CHEMBL115653	CID9824350
Z944	CID44540045
(+)-SKF 10.047	CID3036222
CHEMBL1201613	CHEMBL1201613
CHEMBL1201309	CID49800011
CHEMBL1895916	CID5311429
PETCM	CID224859
COMPOUND 15C [PMID: 21536437]	CID54585928
SLV-319	CID9826744
CHEMBL1200426	CID25058179
CHEMBL2106119	CID9290
CHEMBL2110562	CHEMBL2110562
CHEMBL3545083	CID11285002
CHEMBL1201066	CID25137858
CHEMBL489095	CID15984937
CHEMBL2019090	CID57331749
CHEMBL2364601	CID53246563
TAK-491	CID135409642
CHEMBL3544962	CHEMBL3544962
CHEMBL2109481	CHEMBL2109481
ML130	CID1088438
CHEMBL1200809	CID54360
CBIPES	CID9864510
CHEMBL269366	CID127382
LY2033298	CID11536903
CHEMBL437472	CID44284481
CHEMBL1639	CID5493444
CHEMBL1166	CID92722
CHEMBL1200329	CID114869
CHEMBL296913	CID15895902
CHEMBL1395565	CID4698
CHEMBL1435	CID33255
CHEMBL429298	CID4217
CHEMBL7257	CID1832
CHEMBL1476810	CID161273
COMPOUND 17 [PMID: 15686906]	CID14849849
UNC1999	CID72551585
CHEMBL564829	CID16718576
CHEMBL164813	CID5280733
CHEMBL1201470	CHEMBL1201470
APETX2	CID90488973
CHEMBL314854	CID107970
CHEMBL1287935	CID11596613
PG01037	CID11477180
COMPOUND 21B [PMID: 12723954]	CID10254379
CHEMBL3301604	CID44219292
CHEMBL260538	CID130904
CHEMBL275528	CID6468
CHEMBL2103831	CID9884642
CHEMBL2218919	CID11528249
COMPOUND 14N [PMID: 25589934]	CID71506845
CHEMBL1200940	CID441347
CHEMBL2109623	CHEMBL2109623
CHEMBL2108429	CID56603701
CHEMBL406381	CID9549295
CHEMBL1237026	CID91886675
BI-7273	CID118796358
CHEMBL608532	CID9850141
CHEMBL2109520	CHEMBL2109520
CHEMBL2104153	CID62865
CHEMBL108705	CID9802941
CHEMBL3545346	CHEMBL3545346
CHEMBL13817	CID178024
CHEMBL1104	CID3202
CHEMBL1958337	CID20350618
CHEMBL1334465	CID4331799
CHEMBL2105711	CID46908928
CHEMBL1794051	CID56674921
CHEMBL278462	CID6450823
STI-571	CID5291
CHEMBL358015	CID44366171
CHEMBL19677	CID9846729
CHEMBL316966	CID6076
CHEMBL1163804	CID46906168
CHEMBL545315	CID156413
CHEMBL625	CID5430
CHEMBL1201740	CID16757572
CHEMBL1743067	CHEMBL1743067
CHEMBL223643	CID3000706
CHEMBL275079	CID10197984
COMPOUND 24D [PMID: 23357634]	CID73755212
AE9C90CB	CID9862598
CHEMBL1213271	CID1530
CHEMBL86715	CID4919
CHEMBL562668	CID10052040
CHEMBL3122220	CID59548652
CHEMBL417572	CID44305816
CHEMBL379787	CID11983295
CHEMBL279968	CID44273397
CHEMBL42161	CID26105
CHEMBL1200379	CID57515911
CHEMBL376897	CID71183
DH97	CID3467177
CHEMBL1201074	CID3085006
CHEMBL1201621	CHEMBL1201621
CHEMBL491491	CID6918876
CHEMBL2172394	CID11652416
CHEMBL602	CID6058
CHEMBL2107349	CID11156648
CHEMBL676	CID4673
CHEMBL63857	CID4764
CALCISEPTINE	CID121596042
CHEMBL2181753	CID44158492
COMPOUND 74 [PMID: 24793884]	CID76072859
CHEMBL1196470	CID3063228
CHEMBL298972	CID130662
TP-0903	CID56839178
SCH221510	CID9887077
CHEMBL2108401	CHEMBL2108401
CHEMBL2108285	CHEMBL2108285
CHEMBL830	CID3009
APLINDORE FUMARATE	CID6440763
CHEMBL121915	CID447196
CHEMBL198927	CID4367562
CHEMBL3545165	CID10188853
CHEMBL426559	CID9867642
CHEMBL1200706	CID10176082
CHEMBL1908364	CID30843
CHEMBL358145	CID177238
CHEMBL2108734	CHEMBL2108734
CHEMBL294616	CID44299404
CHEMBL2109545	CHEMBL2109545
CHEMBL565789	CID44537807
CHEMBL1201274	CID60657
PI1	CID46203026
CHEMBL24938	CID3960
CHEMBL88496	CID128440
CHEMBL3545103	CHEMBL3545103
CHEMBL450441	CID70140
CHEMBL320642	CID637863
CHEMBL1237021	CID213046
CHEMBL1201251	CID60789
CHEMBL1201728	CID9800068
CHEMBL191838	CID9864550
RO 46-8443	CID5312146
CHEMBL494896	CID25023863
CHEMBL1205894	CID44374901
CHEMBL2107842	CHEMBL2107842
PF-00489791	CID11465695
CHEMBL3039520	CID11610526
CHEMBL404215	CID4904
CHEMBL1201454	CHEMBL1201454
CHEMBL457547	CID477468
CHEMBL1201825	CHEMBL1201825
CHEMBL290962	CID3086401
2-ARACHIDONOYLGLYCEROLPHOSPHOINOSITOL	CID73755068
CHEMBL3544933	CID25073775
CHEMBL334721	CID10327792
CHEMBL206834	CID11387605
CHEMBL1418045	CID1301094
CHEMBL1256819	CID17275
CHEMBL2108589	CHEMBL2108589
CHEMBL476960	CID444020
AM3	CID25220910
CHEMBL1079109	CID46882308
CHEMBL1200952	CID57525347
CHEMBL24147	CID5054
CHEMBL2110739	CID10938
CHEMBL31354	CID5684
CHEMBL1743011	CHEMBL1743011
CHEMBL1256911	CID11957495
CHEMBL179330	CID9958543
CHEMBL495315	CID25023895
CHEMBL476	CID135398738
CHEMBL1535371	CID8053
CHEMBL1742996	CHEMBL1742996
COMPOUND 11 [PMID: 16413183]	CID135532896
GSK COMPOUND 34	CID11560568
COMPOUND 31 [PMID: 22902653]	CID46192505
CHEMBL1200638	CID6433334
VIA-2291	CID3086671
CHEMBL99946	CID6917779
CHEMBL2109427	CHEMBL2109427
CHEMBL313417	CID5228
CHEMBL1519	CID5484727
CHEMBL2109321	CHEMBL2109321
9-AMINOCAMPTOTHECIN	CID72402
CHEMBL1200332	CID14667
RO 04-6790	CID5312145
CHEMBL261120	CID123814
CFMMC	CID73755208
CHEMBL143820	CID9848748
CHEMBL420705	CID5312112
CHEMBL1411	CID501254
ALPHA-1-PROTEINASE INHIBITOR	CHEMBL4297879
CHEMBL1091	CID5744
CHEMBL15939	CID8058
CHEMBL3545373	CHEMBL3545373
CHEMBL286738	CID5287541
CHEMBL2104992	CID24969622
CHEMBL47394	CID10038543
CHEMBL188434	CID11393719
CHEMBL1521361	CID2911646
SQ-27986	CID6439022
CHEMBL1200833	CID68494912
CHEMBL2349526	CID53339032
CHEMBL139367	CID154234
CHEMBL437526	CID153270
CHEMBL2109327	CHEMBL2109327
CHEMBL363387	CID157839
5-ME-IAA	CID22359367
HCG	CID4369448
